Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference
12/11/2024,Non-Tier 1,Modern,2226,,26.00,,Yes,Yes,Biogas - LFG,,,,,,,West,,,,,,14174,Niagara,NY,Western New York,Completed,2011,2011,10,6.4,,20306,20306,,,,POINT (-79.04796 43.2504)
12/11/2024,Tier 1,Mohawk Solar,RESRFP18-1,,,65.39,Yes,,Solar,New,,Mohawk Solar LLC,Avangrid Renewables,,,Capital,,495,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0182,,13317,Montgomery,NY,Mohawk Valley,Cancelled,,,20,90.5,90.5,200321,240385,,,,POINT (-74.57168 42.90691)
12/11/2024,Tier 2,Moose River Hydro,T2RFP21-1,,7.97,,,,Hydroelectric,,,EONY Generation Limited,EONY Generation Limited,,,Mohawk Valley,,,,,,13368,Lewis,NY,North Country,Completed,1987,2021,3,,12.2,53598,53598,,,,POINT (-75.36537 43.61971)
12/11/2024,Tier 1,Moraine Solar Energy Center,RESRFP20-1,,,58.83,Yes,,Solar,New,,"Moraine Solar Energy, LLC",EDF Renewables Development,5,20,Central,,716,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-00024&CaseSearch=Search,,14807,Allegany,NY,Western New York,Cancelled,,,20,93.55,93.55,183568,220281,,,,POINT (-77.69597 42.39454)
12/11/2024,Tier 1,Morgan Stanley Headquarters,3084,,20.00,,Yes,Yes,Fuel Cell,New,,"MS Financing, LLC",Morgan Stanley,,,New York City,N/A,,SEQR,,,10036,New York,NY,New York City,Cancelled,2016,,20,0.79,0.75,6324,6324,,,,POINT (-73.98464 40.7591)
12/11/2024,Tier 1,Morris Ridge Solar,RESRFP18-1,,,70.47,Yes,,Solar,New,,"Morris Ridge Solar Energy Center, LLC",EDF Renewables Development,,,Central,323848,717,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00025&CaseSearch=Search,,14510,Livingston,NY,Finger Lakes,Operational,,2025,20,177,177,319920,383904,,,,POINT (-77.8741 42.72573)
12/11/2024,Tier 1,Moss Ridge Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Moss Ridge Solar 1, LLC","New Leaf Energy, Inc.",,,Mohawk Valley,,1150,ORES,,,13681,St Lawrence,NY,North Country,Cancelled,,,20,60,60,86198,103437,,,,POINT (-75.39336 44.41561)
12/11/2024,N/A,New York Blade Facility,ORECRFP22-1,,,,,,,,,LM Blades Wind Power (USA) Inc.,LM Blades Wind Power (USA) Inc.,,,,,,,,,,,,,Cancelled,,,,,,,,,,,
12/11/2024,N/A,New York Nacelle Facility,ORECRFP22-1,,,,,,,,,GE Renewables North America LLC (Nacelles),GE Renewables North America LLC (Nacelles),,,,,,,,,,,,,Cancelled,,,,,,,,,,,
12/11/2024,Tier 1,Newport Solar Farm,RESRFP21-1,,,,Yes,,Solar,New,,Newport Deerfield Solar LLC,Boralex,,,Mohawk Valley,,1178,ORES,,,13502,Oneida,NY,Mohawk Valley,Cancelled,,,20,130,130,244842,293810,,,,POINT (-75.24727 43.10108)
12/11/2024,Non-Tier 1,Niagara BioEnergy,2554,,30.00,,Yes,,Biogas - ADG,New,,,,,,West,,,,,,14304,Niagara,NY,Western New York,Operational,2013,2019,10,0.85,0.81,4750,4750,,,,POINT (-78.96109 43.09076)
12/11/2024,Non-Tier 1,Niagara Generating Facility*,1037,,11.99,,Yes,Yes,Biomass,,,,,,,West,,,,,,14304,Niagara,NY,Western New York,Completed,2008,2008,10,26,26,180500,189525,,,,POINT (-78.96109 43.09076)
12/11/2024,Tier 1,Niagara Solar,RESRFP22-1,Yes,,83,Yes,,Solar,New,,Niagara NY Solar LLC,Cordelio Power,,,West,,592,SEQR,,,14011,Wyoming,NY,Finger Lakes,Under Development,,2025,20,19.99,19.99,33797,40556,,,,POINT (-78.28106 42.86402)
12/11/2024,Non-Tier 1,Norfolk,1037,,9.96,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13667,St Lawrence,NY,North Country,Completed,2007,2008,10,1.5,1.5,6822,7504,,,,POINT (-74.98356 44.80086)
12/11/2024,Tier 1,North Country Wind,RESRFP22-1,,,,Yes,,Land Based Wind,New,,"NY North Country, LLC",Terra-Gen,,,North,,,ORES,,,12917,Franklin,NY,North Country,Cancelled,,,20,298.2,298.2,919506,1103407,,,,POINT (-74.16902 44.90356)
12/11/2024,Tier 1,North Division Street Dam Hydroelectric Facility,3257,,22.50,,Yes,Yes,Hydroelectric,Existing,Upgrade,City of Auburn,City of Auburn,,,Mohawk Valley,5015,,SEQR,,,13021,Cayuga,NY,Central New York,Operational,2018,2018,20,0.58,0.55,1959,1959,,,,POINT (-76.56591 42.92936)
12/11/2024,Tier 1,North Side Energy Center,RESRFP19-1,,,66.57,Yes,,Solar,New,,"North Side Energy Center, LLC",NextEra Energy Resources,,,North,,620,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0598&submit=Search,,13662,St Lawrence,NY,North Country,Cancelled,,,20,180,180,367394,440872,,,,POINT (-74.89298 44.93182)
12/11/2024,Non-Tier 1,Norwood,1037,,9.99,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13668,St Lawrence,NY,North Country,Completed,2008,2008,10,0.5,0.5,4207,4628,,,,POINT (-74.99419 44.75155)
12/11/2024,Tier 1,Number Three Wind Farm,3257,,,74.63,Yes,,Land-based Wind,New,,Number Three Wind LLC,Invenergy,,,Mohawk Valley,323818,531,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0328,,13367,Lewis,NY,North Country,Operational,2023,2023,20,103.9,105.8,278500,334200,,,,POINT (-75.4895 43.7871)
12/11/2024,Tier 1,NYC Biogas,3084,,,,,,Biogas - ADG,,,,,,,New York City,,,,,,10307,Richmond,NY,New York City,Cancelled,,,20,9.6,9.12,75686,75686,,,,POINT (-74.24093 40.51133)
12/11/2024,Non-Tier 1,Ontario,2226,,26.00,,Yes,Yes,Biogas - LFG,,,,,,,Central,,,,,,14561,Ontario,NY,Finger Lakes,Completed,2011,2011,10,6.4,3,17232,17232,,,,POINT (-77.09743 42.82485)
12/11/2024,Non-Tier 1,Orangeville,2226,,20.89,,Yes,Yes,Land Based Wind,,,,,,,Central,323706,,,,,14569,Wyoming,NY,Finger Lakes,Completed,2013,2014,10,92.8,88.16,279103,279103,,,,POINT (-78.1332 42.74022)
12/11/2024,Tier 1,Orleans Solar,RESRFP20-1,,,,Yes,,Solar,New,,Orleans Solar LLC,Community Energy,,,Genesee,,950,ORES,,,14103,Orleans,NY,Finger Lakes,Cancelled,,,20,200,200,381936,458323,,,,POINT (-78.38691 43.22012)
12/11/2024,Non-Tier 1,Oswego Falls,1037,,8.75,,Yes,Yes,Hydroelectric,,,,,,,Central,24041,,,,,13069,Oswego,NY,Central New York,Completed,2007,2008,10,0.6,0.6,2688,2957,,,,POINT (-76.41527 43.32201)
12/11/2024,Tier 1,Oxbow Hill Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cypress Creek Renewables,Cypress Creek Renewables,,,Mohawk Valley,,,ORES,,,13035,Madison,NY,Central New York,Cancelled,,,20,140,140,257544,309053,,,,POINT (-75.84845 42.9296)
12/11/2024,Tier 1,Pattersonville,RESRFP17-1,,,73.69,Yes,,Solar,New,,Pattersonville Solar Facility LLC,MN8 Energy,,,Capital,323815,638,SEQR,,,12137,Schenectady,NY,Capital Region,Operational,2024,2024,20,19.99,19.99,40503,48603,,,,POINT (-74.07789 42.88897)
12/11/2024,Non-Tier 1,Piercefield,1168,,9.98,,Yes,Yes,Hydroelectric,,,,,,,North,24042,,,,,12973,St Lawrence,NY,North Country,Completed,2008,2009,10,0.1,0.1,385,385,,,,POINT (-74.61406 44.26614)
12/11/2024,N/A,Port of Albany Port Infrastructure Investment Plan,ORECRFP20-1,,,,,,,,,Renewable Energy Shared Assets LLC,Renewable Energy Shared Assets LLC,,,,,,,,,,,,,Cancelled,,,,,,,,,,,
12/11/2024,Non-Tier 1,Prattsburgh,1168,,,,,,Land Based Wind,,,,,,,Central,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,,10,54,16.2,40500,40500,,,,POINT (-77.28905 42.52343)
12/11/2024,Tier 1,Prattsburgh Wind Farm,RESRFP19-1,,,71.59,Yes,,Land Based Wind,New,,"Prattsburgh Wind, LLC",Terra-Gen,,,Central,,801,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00749,,14873,Steuben,NY,Southern Tier,Cancelled,,,20,145,145,449651,539581,,,,POINT (-77.28905 42.52343)
12/11/2024,Non-Tier 1,Prattsburgh Windfarm,1037,,16.94,,,,Land Based Wind,,,,,,,Central,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,,10,55.5,5.55,14245,15670,,,,POINT (-77.28905 42.52343)
12/11/2024,Tier 1,Puckett Solar,RESRFP17-1,,,77.71,Yes,,Solar,New,,"Puckett Solar, LLC",MN8 Energy,,,Central,323809,775,SEQR,,,13746,Chenango,NY,Southern Tier,Operational,2022,2022,20,20,19.99,33271,39925,,,,POINT (-75.84875 42.23408)
12/11/2024,Non-Tier 1,Raymondville,1037,,9.98,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13667,St Lawrence,NY,North Country,Completed,2008,2008,10,0.7,0.7,3291,3620,,,,POINT (-74.98356 44.80086)
12/11/2024,Tier 1,Regan Solar,RESRFP17-1,,,79.17,Yes,,Solar,New,,"Regan Solar, LLC",MN8 Energy,,,Capital,323812,748,SEQR,,,12068,Montgomery,NY,Mohawk Valley,Operational,2022,2023,20,20,19.99,35548,42657,,,,POINT (-74.3745 42.95452)
12/11/2024,Tier 1,Regen DG Project,3257,,6.40,,Yes,,Fuel Cell,New,,Bloom Energy Corp,Bloom Energy Corp,,,Dunwoodie,N/A,,SEQR,,,10591,Westchester,NY,Mid-Hudson,Operational,2018,2018,20,1.58,1,6442,6442,,,,POINT (-73.85865 41.08007)
12/11/2024,Tier 1,Rich Road Solar Energy Center,RESRFP21-1,,,,Yes,,Solar,New,,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,20,80,Mohawk Valley,,800,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64955&MNO=22-00031,,13617,St Lawrence,NY,North Country,Cancelled,,,20,240,240,456221,547465,,,,POINT (-75.16983 44.59994)
12/11/2024,Tier 1,Ridge View Solar Energy Center,RESRFP21-1,,,,Yes,,Solar,New,,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,20,80,West,,859,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0641,,14067,Niagara,NY,Western New York,Cancelled,,,20,350,350,665322,798386,,,,POINT (-78.5731 43.19823)
12/11/2024,Non-Tier 1,Rio,2554,,25.00,,Yes,Yes,Hydroelectric,,,,,,,Hudson Valley,,,,,,12737,Sullivan,NY,Mid-Hudson,Completed,2013,2014,10,0.8,0.76,4199,4199,,,,POINT (-74.80665 41.49108)
12/11/2024,Tier 1,Rising Solar,RESRFP17-1,,22.50,,Yes,,Solar,New,,Rising Solar LLC,"National Grid Renewables, LLC",,,Hudson Valley,,,SEQR,,,10990,Orange,NY,Mid-Hudson,Cancelled,,,20,20,20,32184,38619,,,,POINT (-74.35825 41.25848)
12/11/2024,Tier 1,Riverside Solar,RESRFP22-1,Yes,,72.5,Yes,,Solar,New,,"Riverside Solar, LLC",AES Corporation,,,Mohawk Valley,,882,ORES,,,13622,Jefferson,NY,North Country,Under Development,,2028,20,100,100,201480,241776,,,,POINT (-76.13127 44.06767)
12/11/2024,Tier 1,Roaring Brook Wind,RESRFP18-1,,,67.23,Yes,,Land-based Wind,New,,PPM Roaring Brook LLC,Avangrid Renewables,,,Mohawk Valley,323790,546,SEQR,,,13404,Lewis,NY,North Country,Operational,2021,2021,20,79.73,77.7,229329,275194,,,,POINT (-75.46901 43.73752)
12/11/2024,Tier 1,Rock District Solar,RESRFP23-1,,,91.44,Yes,,Solar,New,,"Rock District Solar, LLC",Greenbacker Renewable Energy Company,,,Capital,,564,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64957&MNO=23-00033,,12043,Schoharie,NY,Mohawk Valley,Under Development,,2026,20,19.99,19.99,35967,43160,,,,POINT (-74.48317 42.6782)
12/11/2024,Tier 1,Rock District Solar,RESRFP17-1,,,76.2,Yes,,Solar,New,,"Rock District Solar, LLC",Greenbacker Renewable Energy Corporation,,,Capital,,564,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64957&MNO=23-00033,,12043,Schoharie,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,33884,40660,,,,POINT (-74.48317 42.6782)
12/11/2024,Tier 1,Roosevelt Solar,RESRFP21-1,,,,Yes,,Solar,New,,Emeren US LLC,Emeren Group Ltd.,2,8,North,,1212,SEQR,,,13662,St Lawrence,NY,North Country,Cancelled,,,20,19.9,19.9,39397,47276,,,,POINT (-74.89298 44.93182)
12/11/2024,Tier 1,Rutland Center Solar 1,RESRFP20-1,,,51.17,Yes,,Solar,New,,"Rutland Center Solar 1, LLC",Cypress Creek Renewables,,,Mohawk Valley,,1077,ORES,,,13601,Jefferson,NY,North Country,Cancelled,,,20,110.2,110.2,208516,250219,,,,POINT (-75.91428 43.97586)
12/11/2024,Tier 1,Sandy Creek Solar,RESRFP19-1,,,66.51,Yes,,Solar,New,,Sandy Creek Solar LLC,Boralex,,,Mohawk Valley,,843,SEQR,,,13605,Jefferson,NY,North Country,Cancelled,,,20,19.99,19.99,37649,45178,,,,POINT (-76.02364 43.81029)
12/11/2024,Non-Tier 1,School Street,1681,,9.49,,Yes,Yes,Hydroelectric,,,,,,,Capital,24059,,,,,12047,Albany,NY,Capital Region,Completed,2010,2011,10,5.2,4.9,21885,21885,,,,POINT (-73.70009 42.77465)
12/11/2024,Tier 1,Scipio Solar,RESRFP23-1,Yes,,99,Yes,,Solar,New,,Scipio Solar NY LLC,Cordelio Power,,,Central,,590,SEQR,,,13147,Cayuga,NY,Central New York,Under Development,,2026,20,18,18,34043,40851,,,,POINT (-76.55886 42.78334)
12/11/2024,Tier 1,Scotch Ridge Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Scotch Ridge Solar, LLC",Nexamp,,,Capital,,1227,ORES,,,12056,Schenectady,NY,Capital Region,Cancelled,,,20,20,20,40296,48355,,,,POINT (-74.13576 42.76111)
12/11/2024,Tier 1,SED Dog Corners Solar,RESRFP18-1,,,67.13,Yes,,Solar,New,,SunEast Dog Corners Solar LLC,SunEast Development LLC,,,Central,,584,SEQR,,,13026,Cayuga,NY,Central New York,Cancelled,,,20,19.99,19.99,37999,45598,,,,POINT (-76.70294 42.75771)
12/11/2024,Tier 1,SED Hills Solar,RESRFP18-1,,,66.67,Yes,,Solar,New,,SunEast Hills Solar LLC,SunEast Development LLC,,,Mohawk Valley,,581,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,37999,45598,,,,POINT (-74.85884 43.04079)
12/11/2024,Tier 1,SED Skyline Solar,RESRFP18-1,,,68.64,Yes,,Solar,New,,SunEast Skyline Solar LLC,SunEast Development LLC,,,Mohawk Valley,,670,SEQR,,,13476,Oneida,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,35022,42026,,,,POINT (-75.53929 43.07954)
12/11/2024,Tier 1,SED Watkins Road Solar 1,RESRFP18-1,,,66.87,Yes,,Solar,New,,SunEast Watkins Solar 1 LLC,SunEast Development LLC,,,Mohawk Valley,,586,SEQR,,,13340,Herkimer,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,37999,45598,,,,POINT (-75.07407 43.03638)
12/11/2024,Non-Tier 1,Seneca,2226,,26.00,,Yes,Yes,Biogas - LFG,,,,,,,Central,,,,,,13165,Seneca,NY,Finger Lakes,Completed,2011,2011,10,12.8,5.85,46664,46664,,,,POINT (-76.8627 42.89895)
12/11/2024,Tier 1,Shepherd's Run Solar,RESRFP17-1,,,70.01,Yes,,Solar,New,,Hecate Energy Columbia County 1 LLC,Hecate Energy,,,Capital,,644,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02553,,12521,Columbia,NY,Capital Region,Cancelled,,,20,60,60,111164,133396,,,,POINT (-73.62149 42.15723)
12/11/2024,Non-Tier 1,Sherman Island,1168,,13.99,,,,Hydroelectric,,,,,,,Capital,,,,,,12804,Warren,NY,Capital Region,Completed,2009,2009,10,4.7,4.5,19292,19292,,,,POINT (-73.67843 43.33318)
12/11/2024,Tier 1,Silver Lake Solar,RESRFP18-1,,,75.12,Yes,,Solar,New,,Silver Lake Solar LLC,AES Corporation,,,Central,,629,SEQR,,,14530,Wyoming,NY,Finger Lakes,Cancelled,,,20,24.99,24.99,38200,45840,,,,POINT (-78.0055 42.71961)
12/11/2024,Tier 1,Sky High Solar,RESRFP17-1,,,74.06,Yes,,Solar,New,,"Sky High Solar, LLC",Boralex,,,Central,,545,SEQR,,,13159,Onondaga,NY,Central New York,Cancelled,,,20,19.99,19.99,36248,43497,,,,POINT (-76.10971 42.79814)
12/11/2024,Tier 1,Somers Solar,RESRFP20-1,,,61.45,Yes,,Solar,New,,"Somers Solar, LLC",CS Energy,,,Capital,,1015,SEQR,,,12828,Washington,NY,Capital Region,Cancelled,,,20,19.99,19.99,37649,45179,,,,POINT (-73.58658 43.26888)
12/11/2024,Tier 1,Somerset Solar,RESRFP22-1,,,75,Yes,,Solar,New,,"Somerset Solar, LLC",AES Corporation,,,West,,1079,ORES,,,14012,Niagara,NY,Western New York,Under Development,,2027,20,125,125,226665,271998,,,,POINT (-78.55259 43.33009)
12/11/2024,N/A,South Brooklyn Marine Terminal,ORECRFP20-1,,,,,,,,,SBMT Asset LLC,SBMT Asset LLC,,,,,,,,,,,,,Under Development,,,,,,,,,,,
12/11/2024,Tier 1,South Ripley Solar and Storage,RESRFP19-1,,,66.95,Yes,,Solar,New,,ConnectGen Chautauqua County LLC,ConnectGen,20,80,West,,783,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00750&CaseSearch=Search,,14775,Chautauqua,NY,Western New York,Cancelled,,,20,270,270,404449,485338,,,,POINT (-79.71066 42.2668)
12/11/2024,Non-Tier 1,Spier Falls,916,,2.74,,,,Hydroelectric,,,,,,,Capital,24058,,,,,12822,Saratoga,NY,Capital Region,Completed,2005,2006,10,0.8,,3115,3582,,,,POINT (-73.83128 43.24434)
12/11/2024,Non-Tier 1,Steel Winds II,1851,,20.00,,Yes,Yes,Land Based Wind,,,,,,,West,323693,,,,,14218,Erie,NY,Western New York,Completed,2012,2012,10,15,14,37430,37430,,,,POINT (-78.82654 42.82014)
12/11/2024,Tier 1,Steel Winds Wind Farm,RESRFP19-1,,18.50,,Yes,,Land Based Wind,Existing,Upgrade,"Niagara Wind Power, LLC",Brookfield Renewable,,,West,323596,234,SEQR,,,14218,Erie,NY,Western New York,Operational,2021,2022,20,5.84,4.78,14362,17234,,,,POINT (-78.82654 42.82014)
12/11/2024,Tier 1,Steel Winds Wind Farm 2,RESRFP19-1,,18.50,,Yes,,Land Based Wind,Existing,Upgrade,"Erie Wind, LLC",Brookfield Renewable,,,West,323693,234,SEQR,,,14218,Erie,NY,Western New York,Operational,2021,2021,20,4.4,2.57,7707,9248,,,,POINT (-78.82654 42.82014)
12/11/2024,Tier 1,Stern Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Stern Solar, LLC",CS Energy,,,Capital,,1198,SEQR,,,12154,Rensselaer,NY,Capital Region,Cancelled,,,20,19.99,19.99,41700,50040,,,,POINT (-73.58644 42.89705)
12/11/2024,Non-Tier 1,Stewarts Bridge,2226,,19.75,,Yes,Yes,Hydroelectric,,,,,,,Capital,24058,,,,,12822,Saratoga,NY,Capital Region,Completed,2013,2013,10,2.6,2.49,10491,10491,,,,POINT (-73.83128 43.24434)
12/11/2024,Non-Tier 1,Stewarts Bridge Hydro (Upgrade),1681,,9.24,,,,Hydroelectric,,,,,,,Capital,24058,,,,,12822,Saratoga,NY,Capital Region,Completed,2010,2011,10,2.9,2.76,11609,11609,,,,POINT (-73.83128 43.24434)
12/11/2024,Tier 1,Stonewall Solar,RESRFP22-1,,,89.75,Yes,,Solar,New,,Stonewall Solar LLC,Nexamp,20,80,Mohawk Valley,,1229,ORES,,,13757,Delaware,NY,Southern Tier,Under Development,,2026,20,145,145,283255,339906,,,,POINT (-74.88682 42.42192)
12/11/2024,Non-Tier 1,Stop and Shop Clean Energy Project - Mt. Vernon,2554,,30.00,,Yes,Yes,Fuel Cell,,,,,,,Dunwoodie,,,,,,10550,Westchester,NY,Mid-Hudson,Operational,2014,2015,10,0.26,0.25,1606,1606,,,,POINT (-73.83827 40.91245)
12/11/2024,Non-Tier 1,Stuyvesant Falls,1851,,19.50,,Yes,Yes,Hydroelectric,,,,,,,Capital,,,,,,12173,Columbia,NY,Capital Region,Completed,2012,2013,10,6,5.7,11677,11677,,,,POINT (-73.78433 42.3879)
12/11/2024,Tier 1,SunEast Augustus Solar,RESRFP20-1,,,59.8,Yes,,Solar,New,,SunEast Augustus Solar LLC,SunEast Development LLC,,,Mohawk Valley,,935,SEQR,,,13425,Oneida,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,39225,47070,,,,POINT (-75.46093 42.9391)
12/11/2024,Tier 1,SunEast Clay Solar,RESRFP18-1,,18.45,,Yes,,Solar,New,,SunEast Clay Solar LLC,SunEast Development LLC,,,Central,,669,SEQR,,,13041,Onondaga,NY,Central New York,Cancelled,,,20,19.99,19.99,35022,42026,,,,POINT (-76.18673 43.18642)
12/11/2024,Tier 1,SunEast Fairway Solar,RESRFP19-1,,,62.85,Yes,,Solar,New,,SunEast Fairway Solar LLC,SunEast Development LLC,,,Mohawk Valley,,848,SEQR,,,13669,St Lawrence,NY,North Country,Cancelled,,,20,19.99,19.99,36248,43497,,,,POINT (-75.48994 44.69424)
12/11/2024,Tier 1,SunEast Flat Creek Solar,RESRFP20-1,,,55.95,Yes,,Solar,New,,SunEast Flat Creek Solar LLC,SunEast Development LLC,,,Capital,,1089,ORES,,,12166,Montgomery,NY,Mohawk Valley,Cancelled,,,20,200,200,415224,498269,,,,POINT (-74.51427 42.89135)
12/11/2024,Tier 1,SunEast Flat Creek Solar II,RESRFP21-1,,,,Yes,,Solar,New,,SunEast Flat Creek Solar LLC,SunEast Development LLC,,,Capital,,1115,ORES,,,12166,Montgomery,NY,Mohawk Valley,Cancelled,,,20,100,100,193596,232315,,,,POINT (-74.51427 42.89135)
12/11/2024,Tier 1,SunEast Flat Hill Solar,RESRFP19-1,,,63.72,Yes,,Solar,New,,SunEast Flat Hill Solar LLC,SunEast Development LLC,,,Mohawk Valley,,865,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,36423,43707,,,,POINT (-74.85884 43.04079)
12/11/2024,Tier 1,SunEast Flat Stone Solar,RESRFP20-1,,,62.5,Yes,,Solar,New,,SunEast Flat Stone Solar LLC,SunEast Development LLC,,,Mohawk Valley,,1000,SEQR,,,13478,Oneida,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,38175,45810,,,,POINT (-75.57247 43.14021)
12/11/2024,Tier 1,SunEast Grassy Knoll Solar,RESRFP19-1,,,63.58,Yes,,Solar,New,,SunEast Grassy Knoll Solar LLC,SunEast Development LLC,,,Mohawk Valley,,885,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,36949,44338,,,,POINT (-74.85884 43.04079)
12/11/2024,Tier 1,SunEast Hampton Corners Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cordelio Power,Cordelio Power,,,West,,1092,94-C,,,14462,Livingston,NY,Finger Lakes,Cancelled,,,20,19.99,19.99,42727,51272,,,,POINT (-77.76808 42.66293)
12/11/2024,Tier 1,SunEast Highview Solar,RESRFP19-1,,,63.38,Yes,,Solar,New,,SunEast Highview Solar LLC,SunEast Development LLC,,,West,,591,SEQR,,,14530,Wyoming,NY,Finger Lakes,Cancelled,,,20,20,20,31361,37633,,,,POINT (-78.0055 42.71961)
12/11/2024,Tier 1,SunEast Hilltop Solar,RESRFP19-1,,,64.35,Yes,,Solar,New,,SunEast Hilltop Solar LLC,SunEast Development LLC,,,Capital,,807,SEQR,,,12154,Rensselaer,NY,Capital Region,Cancelled,,,20,19.99,19.99,38175,45810,,,,POINT (-73.58644 42.89705)
12/11/2024,Tier 1,SunEast Kingbird Solar,RESRFP20-1,,,59.35,Yes,,Solar,New,,SunEast Kingbird Solar LLC,SunEast Development LLC,,,West,,1098,SEQR,,,14048,Chautauqua,NY,Western New York,Cancelled,,,20,19.99,19.99,38875,46650,,,,POINT (-79.33578 42.48724)
12/11/2024,Tier 1,SunEast Limestone Solar,RESRFP19-1,,,63.72,Yes,,Solar,New,,SunEast Limestone Solar LLC,SunEast Development LLC,,,Capital,,806,SEQR,,,12070,Fulton,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,36073,43287,,,,POINT (-74.23969 42.95709)
12/11/2024,Tier 1,SunEast Millers Grove Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cordelio Power,Cordelio Power,,,Mohawk Valley,,1047,94-C,,,13340,Herkimer,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,39926,47911,,,,POINT (-75.07407 43.03638)
12/11/2024,Tier 1,SunEast Morris Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cordelio Power,Cordelio Power,,,Mohawk Valley,,1039,94-C,,,13642,St Lawrence,NY,North Country,Cancelled,,,20,19.99,19.99,41502,49802,,,,POINT (-75.46717 44.33572)
12/11/2024,Tier 1,SunEast Scipio Solar,RESRFP21-1,,,,Yes,,Solar,New,,SunEast Scipio Solar LLC,SunEast Development LLC,,,Central,,590,SEQR,,,13147,Cayuga,NY,Central New York,Cancelled,,,20,18,18,32167,38600,,,,POINT (-76.55886 42.78334)
12/11/2024,Tier 1,SunEast Tabletop Solar,RESRFP19-1,,,60.4,Yes,,Solar,New,,SunEast Tabletop Solar LLC,SunEast Development LLC,,,Capital,,869,SEQR,,,13339,Montgomery,NY,Mohawk Valley,Cancelled,,,20,80,80,145066,174079,,,,POINT (-74.62332 42.93068)
12/11/2024,Tier 1,SunEast Transit Solar,RESRFP20-1,,,59.25,Yes,,Solar,New,,SunEast Transit Solar LLC,SunEast Development LLC,,,West,,1051,SEQR,,,14143,Genesee,NY,Finger Lakes,Cancelled,,,20,19.99,19.99,41502,49802,,,,POINT (-78.07349 42.98365)
