,Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference,Median Household Income
234,12/11/2024,Tier 1,Stonewall Solar,RESRFP22-1,,,89.75,Yes,,Solar,New,,Stonewall Solar LLC,Nexamp,20.0,80.0,Mohawk Valley,,1229.0,ORES,,,13757,Delaware,NY,Southern Tier,Under Development,,2026.0,20.0,145.0,145.0,283255.0,339906.0,,,,POINT (-74.88682 42.42192),64625.0
235,12/11/2024,Non-Tier 1,Stop and Shop Clean Energy Project - Mt. Vernon,2554,,30.0,,Yes,Yes,Fuel Cell,,,,,,,Dunwoodie,,,,,,10550,Westchester,NY,Mid-Hudson,Operational,2014.0,2015.0,10.0,0.26,0.25,1606.0,1606.0,,,,POINT (-73.83827 40.91245),64625.0
236,12/11/2024,Non-Tier 1,Stuyvesant Falls,1851,,19.5,,Yes,Yes,Hydroelectric,,,,,,,Capital,,,,,,12173,Columbia,NY,Capital Region,Completed,2012.0,2013.0,10.0,6.0,5.7,11677.0,11677.0,,,,POINT (-73.78433 42.3879),64625.0
237,12/11/2024,Tier 1,SunEast Augustus Solar,RESRFP20-1,,,59.8,Yes,,Solar,New,,SunEast Augustus Solar LLC,SunEast Development LLC,,,Mohawk Valley,,935.0,SEQR,,,13425,Oneida,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,39225.0,47070.0,,,,POINT (-75.46093 42.9391),64625.0
238,12/11/2024,Tier 1,SunEast Clay Solar,RESRFP18-1,,18.45,,Yes,,Solar,New,,SunEast Clay Solar LLC,SunEast Development LLC,,,Central,,669.0,SEQR,,,13041,Onondaga,NY,Central New York,Cancelled,,,20.0,19.99,19.99,35022.0,42026.0,,,,POINT (-76.18673 43.18642),64625.0
239,12/11/2024,Tier 1,SunEast Fairway Solar,RESRFP19-1,,,62.85,Yes,,Solar,New,,SunEast Fairway Solar LLC,SunEast Development LLC,,,Mohawk Valley,,848.0,SEQR,,,13669,St Lawrence,NY,North Country,Cancelled,,,20.0,19.99,19.99,36248.0,43497.0,,,,POINT (-75.48994 44.69424),64625.0
240,12/11/2024,Tier 1,SunEast Flat Creek Solar,RESRFP20-1,,,55.95,Yes,,Solar,New,,SunEast Flat Creek Solar LLC,SunEast Development LLC,,,Capital,,1089.0,ORES,,,12166,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,200.0,200.0,415224.0,498269.0,,,,POINT (-74.51427 42.89135),64625.0
241,12/11/2024,Tier 1,SunEast Flat Creek Solar II,RESRFP21-1,,,,Yes,,Solar,New,,SunEast Flat Creek Solar LLC,SunEast Development LLC,,,Capital,,1115.0,ORES,,,12166,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,100.0,100.0,193596.0,232315.0,,,,POINT (-74.51427 42.89135),64625.0
242,12/11/2024,Tier 1,SunEast Flat Hill Solar,RESRFP19-1,,,63.72,Yes,,Solar,New,,SunEast Flat Hill Solar LLC,SunEast Development LLC,,,Mohawk Valley,,865.0,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,36423.0,43707.0,,,,POINT (-74.85884 43.04079),64625.0
243,12/11/2024,Tier 1,SunEast Flat Stone Solar,RESRFP20-1,,,62.5,Yes,,Solar,New,,SunEast Flat Stone Solar LLC,SunEast Development LLC,,,Mohawk Valley,,1000.0,SEQR,,,13478,Oneida,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,38175.0,45810.0,,,,POINT (-75.57247 43.14021),64625.0
244,12/11/2024,Tier 1,SunEast Grassy Knoll Solar,RESRFP19-1,,,63.58,Yes,,Solar,New,,SunEast Grassy Knoll Solar LLC,SunEast Development LLC,,,Mohawk Valley,,885.0,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,36949.0,44338.0,,,,POINT (-74.85884 43.04079),64625.0
245,12/11/2024,Tier 1,SunEast Hampton Corners Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cordelio Power,Cordelio Power,,,West,,1092.0,94-C,,,14462,Livingston,NY,Finger Lakes,Cancelled,,,20.0,19.99,19.99,42727.0,51272.0,,,,POINT (-77.76808 42.66293),64625.0
246,12/11/2024,Tier 1,SunEast Highview Solar,RESRFP19-1,,,63.38,Yes,,Solar,New,,SunEast Highview Solar LLC,SunEast Development LLC,,,West,,591.0,SEQR,,,14530,Wyoming,NY,Finger Lakes,Cancelled,,,20.0,20.0,20.0,31361.0,37633.0,,,,POINT (-78.0055 42.71961),64625.0
247,12/11/2024,Tier 1,SunEast Hilltop Solar,RESRFP19-1,,,64.35,Yes,,Solar,New,,SunEast Hilltop Solar LLC,SunEast Development LLC,,,Capital,,807.0,SEQR,,,12154,Rensselaer,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,38175.0,45810.0,,,,POINT (-73.58644 42.89705),64625.0
248,12/11/2024,Tier 1,SunEast Kingbird Solar,RESRFP20-1,,,59.35,Yes,,Solar,New,,SunEast Kingbird Solar LLC,SunEast Development LLC,,,West,,1098.0,SEQR,,,14048,Chautauqua,NY,Western New York,Cancelled,,,20.0,19.99,19.99,38875.0,46650.0,,,,POINT (-79.33578 42.48724),64625.0
249,12/11/2024,Tier 1,SunEast Limestone Solar,RESRFP19-1,,,63.72,Yes,,Solar,New,,SunEast Limestone Solar LLC,SunEast Development LLC,,,Capital,,806.0,SEQR,,,12070,Fulton,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,36073.0,43287.0,,,,POINT (-74.23969 42.95709),64625.0
250,12/11/2024,Tier 1,SunEast Millers Grove Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cordelio Power,Cordelio Power,,,Mohawk Valley,,1047.0,94-C,,,13340,Herkimer,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,39926.0,47911.0,,,,POINT (-75.07407 43.03638),64625.0
251,12/11/2024,Tier 1,SunEast Morris Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cordelio Power,Cordelio Power,,,Mohawk Valley,,1039.0,94-C,,,13642,St Lawrence,NY,North Country,Cancelled,,,20.0,19.99,19.99,41502.0,49802.0,,,,POINT (-75.46717 44.33572),64625.0
252,12/11/2024,Tier 1,SunEast Scipio Solar,RESRFP21-1,,,,Yes,,Solar,New,,SunEast Scipio Solar LLC,SunEast Development LLC,,,Central,,590.0,SEQR,,,13147,Cayuga,NY,Central New York,Cancelled,,,20.0,18.0,18.0,32167.0,38600.0,,,,POINT (-76.55886 42.78334),64625.0
253,12/11/2024,Tier 1,SunEast Tabletop Solar,RESRFP19-1,,,60.4,Yes,,Solar,New,,SunEast Tabletop Solar LLC,SunEast Development LLC,,,Capital,,869.0,SEQR,,,13339,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,80.0,80.0,145066.0,174079.0,,,,POINT (-74.62332 42.93068),64625.0
254,12/11/2024,Tier 1,SunEast Transit Solar,RESRFP20-1,,,59.25,Yes,,Solar,New,,SunEast Transit Solar LLC,SunEast Development LLC,,,West,,1051.0,SEQR,,,14143,Genesee,NY,Finger Lakes,Cancelled,,,20.0,19.99,19.99,41502.0,49802.0,,,,POINT (-78.07349 42.98365),64625.0
255,12/11/2024,Tier 1,SunEast Valley Solar,RESRFP19-1,,,63.07,Yes,,Solar,New,,SunEast Valley Solar LLC,SunEast Development LLC,,,Central,,828.0,SEQR,,,13827,Tioga,NY,Southern Tier,Cancelled,,,20.0,19.99,19.99,37124.0,44548.0,,,,POINT (-76.26213 42.10271),64625.0
256,12/11/2024,Tier 1,Sunny Knoll Solar,RESRFP17-1,,27.0,,,,Solar,New,,,,,,Capital,,,,,,12157,Schoharie,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.39,32613.0,39135.0,,,,POINT (-74.31147 42.6644),64625.0
257,12/11/2024,OREC,Sunrise Wind,ORECRFP18-1,,,,,,Offshore Wind,New,,,Orsted A/S and Eversource Energy,,,,,,Article 7,https://www.permits.performance.gov/permitting-project/sunrise-wind-farm,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-T-0617,None,,,,Cancelled,,,25.0,924.0,924.0,,,4419800.0,,,,64625.0
258,12/11/2024,OREC,Sunrise Wind,ORECRFP23-1,,,146.0,,,Offshore Wind,New,,,Orsted A/S and Eversource Energy,,,New York City,,,Article 7,https://www.permits.performance.gov/permitting-project/fast-41-covered-projects/sunrise-wind-farm,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-T-0617,None,,,,Under Development,,2026.0,25.0,924.0,,,,4115749.0,4017000.0,,,64625.0
259,12/11/2024,Tier 1,Swinging Bridge,3257,,25.0,,Yes,,Hydroelectric,Existing,Upgrade,"Eagle Creek Hydro Power, LLC",Eagle Creek Hydro Power,,,Hudson Valley,23641,696.0,SEQR,,,12737,Sullivan,NY,Mid-Hudson,Operational,2020.0,2020.0,20.0,2.18,2.07,4794.0,4794.0,,,,POINT (-74.80665 41.49108),64625.0
260,12/11/2024,Tier 2,Talcville,T2RFP21-1,,8.0,,,,Hydroelectric,,,Erie Boulevard Hydropower LP,Brookfield Renewable Trading and Marketing LP,,,Mohawk Valley,,,,,,13635,St Lawrence,NY,North Country,Completed,1986.0,2021.0,3.0,,1.1,4075.0,4075.0,,,,POINT (-75.24961 44.32655),64625.0
261,12/11/2024,Tier 1,Tannery Island - Tannery Island Hydro,3257,,9.5,,,,Hydroelectric,Existing,Upgrade,Ampersand Tannery Island Hydro LLC,Ampersand Energy Partners,,,Mohawk Valley,23633,,SEQR,,,13619,Jefferson,NY,North Country,Operational,2016.0,2016.0,20.0,0.17,0.16,827.0,827.0,,,,POINT (-75.60618 43.98008),64625.0
262,12/11/2024,Tier 1,Tayandenega Solar,RESRFP23-1,,,93.67,Yes,,Solar,New,,"Tayandenega Solar, LLC",Greenbacker Renewable Energy Company,,,Capital,,565.0,SEQR,,,13452,Montgomery,NY,Mohawk Valley,Under Development,,2026.0,20.0,15.0,15.0,28238.0,33885.0,,,,POINT (-74.67843 42.99876),64625.0
263,12/11/2024,Tier 1,Tayandenega Solar,RESRFP17-1,,,72.61,Yes,,Solar,New,,"Tayandenega Solar, LLC",Greenbacker Renewable Energy Corporation,,,Capital,,565.0,SEQR,,,13452,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,37106.0,44527.0,,,,POINT (-74.67843 42.99876),64625.0
264,12/11/2024,Non-Tier 1,Taylorville Hydro,1851,,14.62,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24048,,,,,13327,Lewis,NY,North Country,Completed,2010.0,2011.0,10.0,0.1,0.1,684.0,684.0,,,,POINT (-75.39118 43.89781),64625.0
265,12/11/2024,Tier 1,Tracy Solar Energy Center,RESRFP20-1,,,60.69,Yes,,Solar,New,,"Tracy Solar Energy Center, LLC",EDF Renewables Development,5.0,20.0,Mohawk Valley,,774.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00962&CaseSearch=Search,,13656,Jefferson,NY,North Country,Cancelled,,,20.0,119.0,119.0,236634.0,283960.0,,,,POINT (-75.96182 44.19682),64625.0
266,12/11/2024,Tier 1,Trelina Solar Energy Center,RESRFP18-1,,,67.52,Yes,,Solar,New,,Trelina Energy Center LLC,NextEra Energy Resources,,,Central,,720.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=59765&MNO=19-F-0366,,13165,Seneca,NY,Finger Lakes,Cancelled,,,20.0,80.0,80.0,156629.0,187955.0,,,,POINT (-76.8627 42.89895),64625.0
267,12/11/2024,Tier 1,"Trelina Solar Energy Center, LLC",RESRFP23-1,,,104.98,Yes,,Solar,New,,"Trelina Solar Energy Center, LLC",NextEra Energy Resources,,,Central,,720.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=59765&MNO=19-F-0366,,14456,Ontario,NY,Finger Lakes,Under Development,,2028.0,20.0,79.8,79.8,152026.0,182431.0,,,,POINT (-76.98218 42.86642),64625.0
268,12/11/2024,Tier 1,Valcour Altona Windpark,RESRFP22-1,,,93.0,Yes,,Land Based Wind,Existing,Repower,"Valcour Altona NewCo, LLC",AES Corporation,,,North,323606,174.0,ORES,,,12910,Clinton,NY,North Country,Under Development,,2028.0,20.0,103.5,103.5,219504.0,263404.0,,,,POINT (-73.65582 44.88942),64625.0
269,12/11/2024,Tier 1,Valcour Bliss Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Bliss NewCo, LLC",AES Corporation,,,West,323608,172.0,ORES,,,14024,Wyoming,NY,Finger Lakes,Under Development,,2028.0,20.0,108.0,108.0,261473.0,313768.0,,,,POINT (-78.2584 42.59483),64625.0
270,12/11/2024,Tier 1,Valcour Chateaugay Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Chateaugay NewCo, LLC",AES Corporation,,,North,323614,214.0,ORES,,,12923,Clinton,NY,North Country,Under Development,,2028.0,20.0,87.63,87.63,260290.0,312348.0,,,,POINT (-73.9322 44.95524),64625.0
271,12/11/2024,Tier 1,Valcour Clinton Windpark,RESRFP22-1,,,93.0,Yes,,Land Based Wind,Existing,Repower,"Valcour Clinton NewCo, LLC",AES Corporation,,,North,323605,173.0,ORES,,,12923,Clinton,NY,North Country,Under Development,,2028.0,20.0,80.43,80.43,226258.0,271509.0,,,,POINT (-73.9322 44.95524),64625.0
272,12/11/2024,Tier 1,Valcour Ellenburg Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Ellenburg NewCo, LLC",AES Corporation,,,North,323604,175.0,ORES,,,12923,Clinton,NY,North Country,Under Development,,2028.0,20.0,69.5,69.5,214997.0,257996.0,,,,POINT (-73.9322 44.95524),64625.0
273,12/11/2024,Tier 1,Valcour Wethersfield Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Wethersfield NewCo, LLC",AES Corporation,,,Central,323626,177.0,ORES,,,14066,Wyoming,NY,Finger Lakes,Under Development,,2028.0,20.0,99.79,99.79,334439.0,401326.0,,,,POINT (-78.13413 42.64198),64625.0
274,12/11/2024,Tier 1,Valley Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Valley Solar NY LLC,Cordelio Power,,,Central,,828.0,SEQR,,,13827,Tioga,NY,Southern Tier,Under Development,,2026.0,20.0,19.99,19.99,37624.0,45148.0,,,,POINT (-76.26213 42.10271),64625.0
275,12/11/2024,Non-Tier 1,Wappingers Falls,1851,,20.0,,Yes,Yes,Hydroelectric,,,,,,,Hudson Valley,,,,,,12590,Dutchess,NY,Mid-Hudson,Completed,2011.0,2011.0,10.0,0.12,0.11,474.0,474.0,,,,POINT (-73.91438 41.59714),64625.0
276,12/11/2024,Tier 1,Watkins Glen Solar Energy Center,RESRFP18-1,,,67.2,Yes,,Solar,New,,"Watkins Glen Solar Energy Center, LLC",NextEra Energy Resources,,,Central,,617.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01069&CaseSearch=Search,,14891,Schuyler,NY,Southern Tier,Cancelled,,,20.0,50.0,50.0,106784.0,128140.0,,,,POINT (-76.87373 42.38107),64625.0
277,12/11/2024,Tier 1,Watkins Road Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Watkins Road NY Solar LLC,Cordelio Power,,,Mohawk Valley,,586.0,SEQR,,,13340,Herkimer,NY,Mohawk Valley,Under Development,,2026.0,20.0,19.99,19.99,36851.0,44220.0,,,,POINT (-75.07407 43.03638),64625.0
278,12/11/2024,Non-Tier 1,Wave Hydro,2226,,22.0,,,,Hydroelectric,,,,,,,Central,,,,,,13027,Onondaga,NY,Central New York,Cancelled,2010.0,,10.0,0.95,0.33,900.0,900.0,,,,POINT (-76.33276 43.15867),64625.0
279,12/11/2024,Tier 1,West River Solar,RESRFP19-1,,,65.18,Yes,,Solar,New,,West River Solar LLC,Boralex,,,Capital,,,SEQR,,,12831,Saratoga,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,33446.0,40135.0,,,,POINT (-73.65232 43.19646),64625.0
280,12/11/2024,Non-Tier 1,Wethersfield,1168,,15.25,,Yes,Yes,Land Based Wind,,,,,,,Genesee,323626,,,,,14066,Wyoming,NY,Finger Lakes,Completed,2009.0,2009.0,10.0,126.0,119.7,314572.0,314572.0,,,,POINT (-78.13413 42.64198),64625.0
281,12/11/2024,Tier 1,"White Creek Solar, LLC",RESRFP22-1,,,87.0,Yes,,Solar,New,,White Creek Solar LLC,AES Corporation,,,Genesee,,777.0,ORES,,,14533,Livingston,NY,Finger Lakes,Under Development,,2027.0,20.0,135.0,135.0,268450.0,322140.0,,,,POINT (-77.85233 42.8284),64625.0
282,12/11/2024,Tier 1,Yellow Barn Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Yellow Barn Solar, LLC",CS Energy,,,Central,,1009.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64972&MNO=23-00048,,14882,Tompkins,NY,Southern Tier,Cancelled,,,20.0,160.0,160.0,299886.0,359863.0,,,,POINT (-76.49907 42.5343),64625.0
283,12/11/2024,Tier 1,York Run Solar,RESRFP21-1,,,,Yes,,Solar,New,,"York Run Solar, LLC",CS Energy,,,West,,1151.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64973&MNO=23-00049,,14701,Chautauqua,NY,Western New York,Cancelled,,,20.0,90.0,90.0,174520.0,209424.0,,,,POINT (-79.2378 42.09605),64625.0
